name, shufersal, carfur, victory, wolt
נביעות פקק טו גו 500*6מל, 18.50, 18.50, N/A, ['18.90']
נביעות פקק טו גו 6 755*מ, 21.50, 21.50, 18.90, N/A
נביעות מים מינרלים 1 ל, 4.00, N/A, N/A, ['4.90']
נביעות טעם ענבים 500 מ`ל, 7.20, 7.50, N/A, N/A
אנטריקוט דק דק אל גאוצו, 19.90, 20.20, N/A, ['30.50']
פטריות שמפיניון שלמות400, 7.50, N/A, 5.90, N/A
פטריות שמפניון חתוכ.400ג, 6.50, 5.90, 5.90, N/A
סרדינ.בשמן זית רוברט115ג, 9.90, 10.90, 8.90, N/A
חליטת שומר 20 * 2 גרם, 16.50, 16.20, N/A, N/A
סלסולי פסטרמה דבש 120 גר, 17.90, 18.10, N/A, ['18.90']
קורנדביף 120 גרם, 20.90, 19.20, N/A, ['20.90']
נקניקיות עוף חריפות 1ק`ג, 27.90, 28.50, 27.90, N/A
שמן קנולה פלוס אומגה3 1ל, 17.90, 17.90, N/A, N/A
קציצות דג סלמון לבשול 75, 29.90, 29.90, N/A, N/A
פיצה השף מאיטלה שגב 320, 18.50, 19.90, N/A, ['19.50']
מלוואח צנעני 900 גרם, 20.90, 22.20, 22.90, N/A
ג`חנון צנעני 900 גרם, 20.90, 22.20, N/A, N/A
אל סבון קמיל סנסיטיב500, 19.90, 19.20, 18.90, ['19.90']
אל סבון קמיל קלאסיק 1ליט, 26.90, 27.50, 26.90, N/A
נטיפי צ`יפס שוקולד 250 ג, 15.90, 14.20, N/A, N/A
חטיפי כרובית, 25.90, 25.50, N/A, ['26.90']
פיצההשף מאיטליה פסטועגבנ, 15.50, N/A, N/A, ['15.90']
כרכום טחון 120 גרם, 14.50, N/A, N/A, ['15.50']
שום גבישי 80 גרם, 5.50, N/A, N/A, ['7.50']
אגוז מוסקט טחון 50 גרם, 5.50, N/A, N/A, ['6.50']
פפריקה מתוקה 120 גרם, 14.50, N/A, N/A, ['15.50']
שמן קנולה מועשר 1 ליטר, 16.90, 16.90, 14.90, N/A
תרסיס שמן קנולה 200 מ`ל, 16.90, 16.90, N/A, N/A
תרסיס שמן זית 150 מ`ל, 19.90, N/A, N/A, ['20.90']
קבב יוני 400 גרם, 19.90, 21.20, 17.90, N/A
ארוחת נודלס בטעם עוף70ג, 5.50, N/A, 4.90, N/A
ארוחת נודלס בטעם בשר 70, 5.50, N/A, 4.90, N/A
ארוחת נודלס בטעם ירקות70, 5.50, N/A, 4.90, N/A
ארוחת נודלס טום יאם70ג, 5.50, N/A, 4.90, N/A
פלמוליב קלאסי ירוק 750מל, 8.90, 13.20, 11.90, N/A
צמר גפן פרוס `בלונס100`ג, 7.00, 7.00, 6.90, N/A
סב.פלמוליב ירוק 4*90 גרם, 18.90, 18.20, 17.50, N/A
סוכ.מנטוס טעם פירות37.5ג, 4.90, N/A, N/A, ['5.50']
סוכ. מנטוס מנטה 37.5 גרם, 4.90, N/A, 3.80, N/A
סוכ.טיק טק מנטה 4*16 גרם, 13.90, N/A, 12.90, N/A
סוכ.טיק טק תפוז 4*16 גרם, 13.90, N/A, 12.90, N/A
מלווח 700 גרם, 15.50, 15.50, N/A, ['17.50']
בור.פילו אצבעות גב.700גר, 19.90, 20.00, N/A, N/A
עגבניה שרי תמר, 10.90, N/A, N/A, ['19.90']
מי פה תיאדנט+פלאוריד150מ, 15.90, 15.20, N/A, N/A
קפה קלוי וטחון עם הל200ג, 17.90, 17.90, N/A, N/A
קפה קלוי וטחון בלי הל200, 17.90, 17.90, N/A, N/A
דאודורנט פ.רוזנבלום150מל, 27.50, 27.50, N/A, N/A
קרם גוף מס2` פנינה340מ`ל, 25.90, N/A, 23.90, N/A
סנט מוריץ מסיר שומ.קר750, 13.90, N/A, 12.90, ['16.90']
אנטרטיק מרסס 1 ליטר, 11.90, 11.20, N/A, N/A
מסיר שומנים סנט מוריץ 1ל, 19.90, 19.20, N/A, N/A
שלישיית כדוריות לימון, 12.90, N/A, N/A, ['11.90']
גב.סקי משפחתי5%שומן500ג, 11.62, 11.62, 11.62, ['11.60']
יוגורט ביו 0% דנונה 200ג, 4.50, 4.60, 4.30, ['4.60']
גב.סקי5%לבנה מעודנת250ג, 5.81, 5.81, 5.81, ['5.80']
כרוב אדום אחלה 500 גרם, 16.10, 16.20, 14.90, N/A
שום כתוש 250 גרם, 16.50, N/A, 14.90, N/A
לימון כבוש, 16.50, N/A, 14.90, N/A
קוטג` 5% שומן 250ג טרה, 6.70, 6.90, 6.50, ['6.90']
נקניקיות עוף מוגזמות480, 18.90, N/A, N/A, ['20.90']
פסטרמה ברביקיו מופחת360ג, 32.90, N/A, 30.90, ['36.50']
טונה בשמן ויליגר140*4גרם, 22.90, 23.10, N/A, ['23.50']
עוג.יין חצי מצופה 300גרם, 5.90, N/A, N/A, ['11.90']
חומוס אחלה 1 ק`ג, 15.30, 15.20, 14.90, N/A
סירופ תפוחים דיאט 750מ`ל, 19.90, N/A, 18.50, N/A
סירופ אשכוליות דיאט750מל, 19.90, N/A, 18.50, N/A
מיץ תפוזים סחוט 1 ליטר, 18.90, N/A, 17.90, N/A
שמפו אל דמע קמיל בלו, 19.90, 19.20, 19.90, ['21.50']
אל סבון סנסיטיב קמיל 1 ל, 33.90, N/A, 32.90, N/A
שמן טיפולי קמיל בלו, 27.90, 31.90, N/A, N/A
שמפו אל דמע קמיל בלו 1לי, 33.90, N/A, 32.90, N/A
קרם גוף קמיל בלו 500 גרם, 24.90, N/A, 30.90, N/A
משחה לתינוק קמיל בלו120ג, 15.90, N/A, 18.90, ['23.90']
שוקו יטבתה בבקבוק 1 ליטר, 12.90, 12.90, 12.90, ['12.90']
משקה חלב בננה בקבוק 1 ל`, 12.90, 12.90, 12.90, ['12.90']
משקה בננה יטבתה+פקק 250מ, 5.80, N/A, 5.50, N/A
שוקו יטבתה+פקק נשלף 250מ, 5.80, 5.90, 5.60, ['5.90']
מוקה יטבתה בקבוק 2% 1ל, 12.90, 12.90, 12.90, ['12.90']
שוקו יטבתה מארז 225*8 מל, 21.90, 21.90, 22.90, N/A
חלב מועשר יטבתה 3%כד 2ל`, 18.40, 18.50, 17.50, N/A
אייס קפה יטבתה 2% 1ל, 12.90, 12.90, 12.90, ['12.90']
פסטרמה הודו בדבש 400 גרם, 36.90, N/A, 32.90, N/A
לחם שיפון בנוסח כפרי500ג, 15.50, 14.90, N/A, N/A
חרדל אקסטרא פורטה 370גרם, 13.90, N/A, N/A, ['14.90']
חזרת 200 גרם, 12.90, N/A, 12.90, N/A
נקניקיות בראטוורסט 320 ג, 26.90, 26.50, N/A, N/A
חזה אווז מעושן 100 גרם, 36.90, N/A, N/A, ['35.90']
רוסטביף 120 גרם, 32.90, N/A, N/A, ['33.90']
קמח לבן 1 ק`ג, 5.90, 6.20, N/A, N/A
סולת 1 ק`ג, 6.70, 6.90, N/A, ['6.90']
שמרים יבשים אינסטנט33גרם, 6.00, 6.00, N/A, N/A
משפר אפייה ביתי 30 גרם, 6.00, N/A, N/A, ['6.90']
קמח לבן בהיר מנופה 1ק`ג, 8.90, 9.20, N/A, N/A
קמח עוגה תופח 1 ק`ג, 8.90, 9.00, N/A, N/A
ארוחת נודלס בטעם בשר 85, 3.90, 4.00, 2.90, N/A
מרק אטריות מג`יק ט.עוף85, 3.90, N/A, 2.90, N/A
יוגורט עיזים ביו 3% 150ג, 7.30, 7.90, 6.90, ['8.20']
ממרח תמרים גת 450 גרם, 7.90, 7.20, N/A, N/A
תער.אגוז שקד וחמוציות150, 17.50, N/A, N/A, ['22.90']
סילאן טבעי ללת`ס 710 גרם, 22.90, 23.20, N/A, N/A
פיצרלה מגורדת22% 500 גרם, 24.90, N/A, 20.80, N/A
מרטיני ביאנקו 750 מ`ל, 65.20, N/A, N/A, ['67.90']
רוטב צ`ילי מתוק 700 מ`ל, 12.50, 12.50, N/A, N/A
כיסונים תפו`א ובצל מטוגן, 30.90, 29.50, N/A, N/A
נקניק הודו בפפריקה 400 ג, 32.90, N/A, 30.90, ['36.50']
פסטרמה הודו בדבש 400 גרם, 32.90, 38.50, 30.90, ['37.50']
פסטרמה על גחלים 400 גרם, 32.90, 38.50, N/A, N/A
סלמי איטלקי 300 גרם, 29.90, 34.50, N/A, ['33.90']
סלמי קוניאק 300 גרם, 29.90, N/A, N/A, ['34.90']
פסטרמה כתף בקר מעושן 400, 35.90, 35.50, 32.90, ['38.90']
לחם חיטה מלא לילדים750ג, 15.50, 15.50, N/A, N/A
לחם ירוק מקמח מלא 750 גר, 15.50, 16.20, N/A, N/A
נקנקיות מרגז קצביה 500 ג, 29.90, 30.20, 27.90, N/A
נקנקיות צ`וריסוס קצביה, 29.90, 30.20, 27.90, N/A
קבב ביתי קצביה 600גרם, 29.90, N/A, 27.90, N/A
קבב טלה וצנובר קצביה, 29.90, 30.20, N/A, N/A
קבב רומני 600גרם, 29.90, N/A, 27.90, N/A
מאגדת טילון קרם עוגיות, 31.90, N/A, N/A, ['32.90']
דנונה בר פקאן 183 גרם, 5.30, 5.50, 5.40, ['5.60']
ספיד סטיק לגבר 56 גר, 20.50, N/A, 19.90, ['23.90']
פדים להסרת איפור 3*80 יח, 15.90, N/A, 19.90, ['24.50']
קרם לחות לשיער חוחובה400, 19.90, N/A, 19.90, N/A
קרם לחות אלוורה לשיער400, 19.90, N/A, 19.90, N/A
ק.לחות סיליקון לשיער400מ, 19.90, N/A, 19.90, N/A
גפרורים 10 יח`, 3.20, 3.30, N/A, N/A
רוטב פסטו אוליביה 180 גר, 15.90, 16.20, 14.90, N/A
ממרח זיתים ירוקים 190גרם, 15.90, 16.20, N/A, N/A
ממרח עגבניות מיובשות190ג, 15.90, 16.20, 14.90, N/A
ממרח חרדל צהוב 255 גרם, 12.50, N/A, 12.90, ['14.90']
חטיפי גל.קורנטו קלאסיקו, 35.90, N/A, 29.90, ['38.50']
אספרגוס לבן שלם 330 גרם, 11.90, N/A, 11.90, N/A
טונה פוסידון בשמן108*4ג, 23.50, 23.50, 22.90, ['23.90']
קבב בלדי הקצביה 500 גרם, 29.90, 30.20, 27.90, N/A
תירס גמדי ויליפוד 410 גר, 8.50, 8.00, 7.90, ['9.90']
דובדבנים ללא חרצנים680גר, 13.90, 13.90, 11.90, N/A
סטייק מינוט 300גרם, 35.90, 35.50, N/A, N/A
אורז בסמטי קלאסי בשקית1ק, 15.90, 15.90, 14.90, ['17.90']
סוכר לבן צנצנת 1 ק`ג, 12.90, 12.90, 11.90, ['12.90']
סוכר דמררה צנצנת 1 ק`ג, 14.90, 14.90, 11.90, ['15.90']
אפונה 500 גרם, 6.90, 6.00, 5.90, N/A
חומוס 500 גרם, 9.90, 9.00, 6.90, ['10.50']
חיטה 500 גרם, 6.90, N/A, N/A, ['6.90']
כוסמת 500 גרם, 7.90, N/A, 5.90, ['9.90']
עדשים ירוקות 500 גרם, 9.90, 9.50, 6.90, ['9.90']
עדשים אדומות 500 גרם, 9.90, 9.50, 6.90, ['9.90']
פופקורן 500 גרם, 7.90, 7.00, 5.90, N/A
חומוס ענק סוגת 500 גרם, 10.90, N/A, 12.90, N/A
קוקוס מיה 400 גרם, 17.90, N/A, 13.90, N/A
טופו אורגני 300 גרם, 14.90, N/A, N/A, ['16.50']
טופו משק גאיה 300 גרם, 15.50, 15.50, N/A, ['16.50']
טופו ויילר 300 גרם, 13.10, 13.20, N/A, ['14.50']
מלפפונים בחומץ צנצנת680ג, 12.50, 13.20, 9.90, N/A
תיבוליות קנור 72גר, 11.50, N/A, 10.90, ['12.50']
תיבוליות בזיליקום קנור72, 11.50, N/A, 10.90, N/A
תיבוליות פטריות קנור 72ג, 11.50, N/A, 10.90, N/A
קרקר פתית שוודי 300 גרם, 21.90, 21.90, 17.90, ['21.90']
דאב ספריי מלפפון 150מל, 19.90, 17.20, 16.90, N/A
סרדין בשמן סויה פ`ק110גר, 5.50, 5.50, 4.90, ['6.90']
סרדין+רוטב עגבנ.פ`ק110גר, 5.50, 5.50, 4.90, N/A
סרדין חריף בשמן פ`ק110גר, 5.50, N/A, 4.90, ['6.90']
עלי גפן ממולאים אורז400ג, 15.40, 15.40, 14.90, N/A
פילה אמנון ללא עור קפוא, 44.90, N/A, 39.90, N/A
שוקולד קרם חלב 100 גרם, 8.40, 9.90, 7.90, N/A
חציל פיקנטי אחלה 500 גרם, 17.50, 17.50, 15.90, N/A
רביולי עם גבינה 400 גרם, 21.90, 22.10, 20.90, ['22.50']
טורטליני פטריות 400 גרם, 21.90, 22.10, 20.90, N/A
חסה ערבית חסלט- מהדרין, 8.90, N/A, 7.90, N/A
פטרוזיליה חסלט - מהדרין, 7.90, N/A, 6.90, N/A
כוסברה חסלט - מהדרין יח`, 7.90, N/A, 6.90, N/A
שמיר חסלט -מהדרין יחידה, 7.90, N/A, 6.90, N/A
נענע חסלט-מהדרין, 7.90, N/A, 6.90, N/A
עלי סלרי חסלט-מהדרין יח`, 8.90, N/A, 7.90, N/A
כרוב לבן שלם חסלט-מהדרין, 14.90, N/A, 14.90, N/A
כרוב אדום חסלט-מהדרין יח, 14.90, N/A, 15.50, N/A
כרוב לבן400ג חסלט מהדרין, 13.90, N/A, 11.90, N/A
כרוב אדום 400חסלט-מהדרין, 13.90, N/A, 11.90, N/A
חסה אייסברג קצוצה חסלט, 14.90, N/A, 12.90, N/A
ס.קולסלאו400 חסלט-מהדרין, 13.90, N/A, 11.90, N/A
לקט ים תיכוני 350גחסלט, 13.90, N/A, 12.90, N/A
ריצ` להכנת קצפת 212 מ`ל, 9.20, 9.20, N/A, ['9.50']
קצפת ריצ` במיכל 250 מ`ל, 11.90, 12.20, N/A, ['14.90']
קצפת מתוקה, 11.90, 12.20, N/A, N/A
צ`וריסוס אלגאוצ`ו 400 גר, 24.90, 24.50, N/A, N/A
המבורגר ריב אל גאוצ`ו 60, 24.90, 24.50, N/A, ['25.90']
מיני המבורגר אלגאוצו320, 24.90, N/A, N/A, ['25.90']
לחם מחמצת שיפון, 16.50, 15.50, N/A, N/A
מיץ תפוחים סחוט, 19.00, 19.00, N/A, N/A
מיץ חמוציות טבעי, 20.20, N/A, N/A, ['21.50']
משקה קל לימונענע 1 ליטר, 14.00, 14.00, N/A, N/A
מיץ רימונים, 25.00, 25.00, N/A, N/A
קובה למרק 1 קג`, 23.90, N/A, 19.90, N/A
מלח שולחן מעולה 1 ק`ג, 2.09, 2.09, N/A, ['2.09']
מלח דק הימלאיה 1 ק`ג, 18.90, 18.20, N/A, N/A
מטחנת מלח שום ופלפל 125ג, 13.90, 16.20, N/A, N/A
מלח אטלנטי צנצנת 800 גרם, 18.90, 18.20, N/A, N/A
מלח הימלאיה דק מלחיה250ג, 11.90, 11.00, N/A, ['12.50']
יוגורט כבשים, 19.90, 22.90, N/A, N/A
יוגורט עזים בדלי, 19.90, 22.30, N/A, N/A
פלמוליב לכלים לימון1ליטר, 15.90, N/A, 13.90, N/A
ליידי ס.סטיק גל מרענן65ג, 20.90, N/A, 19.90, N/A
יוגורט בכד6.5%  1.5 ליטר, 20.90, 20.90, 19.40, N/A
יופלה אננס 3% 150 גרם, 5.90, 6.00, 5.40, ['6.20']
מעדן קרלו שוניל3% 125מ`ל, 3.80, N/A, 3.30, N/A
יופלה דובדבן 0% 150 גרם, 5.80, 6.00, 5.40, ['6.20']
גב.בולגרית פיראוס24% 250, 27.90, 29.00, 24.50, ['28.50']
גב.בולגרית פיראוס16% 250, 27.90, 29.00, 24.50, ['28.50']
גב.בולגרית פיראוס5% 250ג, 25.90, N/A, 24.50, ['28.50']
יופלה דיאט אפרסק 150 גרם, 5.80, 6.00, 5.40, ['6.20']
יופלה אפרסק+תות3% 150*8ג, 29.90, 34.10, N/A, ['36.50']
יופלה קרם גב.ותות3% 150ג, 5.90, 6.00, 5.40, ['6.20']
פטה כבשים 20% פיראוס250ג, 32.40, 32.40, N/A, ['31.90']
פיראוס קוב.בולגרית5% 200, 25.30, 26.00, 23.90, ['26.90']
פתיתי פרמזן לפסטה 100גרם, 15.30, 15.30, 12.90, ['15.60']
גוש חלב פרוס28% 200מהדרי, 16.80, 17.10, 15.30, N/A
גב.צהובה עמק פרוס28% 200, 18.90, 19.30, 18.40, ['19.90']
גבינת עמק 9% פרוס 200 גר, 19.90, 20.50, 19, ['20.50']
גבינת חמד לייט 5% 250 גר, 22.90, 22.90, 21, N/A
אצבעות עמק חטיף גבינה172, 19.90, 20.30, 19, ['20.90']
יופלה דיאט תות0% 150 גר, 5.80, N/A, 5.40, ['6.20']
קצפת צמחית השף הלבן500מל, 17.20, N/A, 15.60, ['17.90']
שמנת חמוצה 9% שומן 200מל, 4.70, 4.90, 4.30, ['4.70']
אשל מהדרין 4.5% 200 מ`ל, 1.97, 1.97, 1.97, ['1.96']
גיל 3% מהדרין 200מ`ל, 1.76, 1.76, 1.76, N/A
שמנת תנובה 15%שומן200מל, 2.81, 2.81, 2.81, ['2.80']
שמנת חמוצה15% חצי מנה100, 2.20, 2.40, 2.10, ['2.20']
משקה סויה 1 ליטר, 11.90, 12.20, 10.60, ['12.60']
משקה סויה בטעם וניל 1 לי, 11.90, 12.30, 10.60, ['12.90']
שמנת בישול-15%שף לבן250מ, 9.90, 10.20, 9.60, ['10.00']
שמנת להקצפה-32%שף לבן250, 7.90, N/A, 7.70, ['9.10']
גב.עמק פרוס 28%קופסא400ג, 33.90, 33.80, 33.30, ['35.90']
גבינה טל העמק לייט9% 200, 22.90, 22.90, 21.40, ['22.70']
יופלה פירות יער0% 150 גר, 5.80, 6.00, 5.40, ['6.20']
שוקו תנובה בקבוק 250 מ`ל, 7.70, 7.70, N/A, N/A
קוטג` תנובה 3% שומן 250, 6.10, 6.20, 6, ['6.30']
קוטג` 5% 250 גרם בעלז, 6.10, 6.20, 6, ['6.30']
קוטג` תנובה 9% שומן 250ג, 6.10, 6.20, 6, ['6.30']
גב.לבנה 5% שומן 500 גרם, 11.62, 11.62, 11.62, ['11.60']
גב.לבנה 9% שומן 500 גרם, 12.10, 12.20, 11.70, ['12.20']
גבינה לבנה 5% 750 גרם, 17.43, 17.43, 17.43, N/A
לאבנה 9% פיראוס 500 גרם, 24.90, 25.00, N/A, N/A
פתיתי גבינה השף הלבן500ג, 25.90, N/A, N/A, ['27.90']
גב.נפולאון טעם טבעי 225ג, 15.80, 17.40, 14.60, ['17.50']
גב.נפולאון טעם זיתים225ג, 15.80, 17.40, 14.60, ['17.50']
גב.נפולאון שום-שמיר 225ג, 15.80, 17.40, 14.60, ['17.50']
גבינה למריחה 3% 250 גרם, 6.30, 6.20, 5.90, N/A
יופלה לבן מעודן1.5% 200ג, 5.00, 5.00, N/A, N/A
יופלה לבן 3% 150*8גרם, 17.90, 20.60, 19.40, ['20.30']
משקה סויה במתיקות מופחתת, 11.90, 11.90, 10.60, ['12.90']
יופלה פירות יער+שמנת150ג, 5.90, 6.00, 5.40, ['6.20']
חלב בקרטון 3% שומן 1 ל, 7.28, 7.28, 7.28, ['7.27']
גבינה לבנה3% 500 גרם, 12.40, N/A, 11.70, N/A
צפתית מעודנת5%פיראוס200ג, 17.50, N/A, 16.30, ['17.90']
לאבנה 9% פיראוס 750 גרם, 25.90, N/A, N/A, ['29.90']
אצבעות גב.מוצרלה 21.5*8ג, 20.50, 20.30, 21.20, ['20.90']
יופלה לבן מעוד1.5% 8*150, 19.90, 23.70, 21.40, ['23.90']
מעדן דיאט שוקולד0.2% 150, 5.30, 5.10, N/A, ['5.30']
בולגרית מעוד5%פיראוס250ג, 25.90, 26.00, 24.50, ['27.90']
מארז הפסקת אוכל, 11.90, N/A, 10.70, ['12.50']
מעדן ג`לי פטל 125 גרם, 2.80, 2.80, 2.50, ['2.90']
שמנת לבישול 10%שומן250מ, 10.40, 10.40, 9.60, ['10.00']
גבינת עמק 9% 400 גרם, 36.90, 36.90, 34.50, ['36.90']
לבנה פיראוס 5% 250 גרם, 15.60, 16.30, 12.90, ['16.90']
חציל במיונז מהמטבחשל אמא, 13.50, 15.20, N/A, N/A
300 קסמי שיניים מלחיה, 3.90, N/A, N/A, ['4.50']
לבבות דקל פרוסות 400 גרם, 12.50, 12.50, 9.90, ['12.90']
אנשובי בצנצנת ארוך 80גרם, 15.90, N/A, N/A, ['16.90']
פלפלים אדומים קלויים650ג, 14.90, 14.90, N/A, N/A
בסגנון דנאבלו, 13.90, 13.20, N/A, ['13.90']
סרדינים בשמן סויה 125גרם, 5.90, 5.00, 4.90, N/A
סרדינים שמ.סויה ופלפל125, 5.90, 5.00, 4.90, N/A
מקלות בורקס פילו צרפתי 6, 19.90, 19.90, N/A, ['22.50']
מקלות בורקס פילו גבינה 6, 19.90, 20.00, N/A, N/A
טחון הודו אדום מתובל, 15.90, 14.20, N/A, N/A
גל.פנטסיה שוקו-וניל חלבי, 24.90, N/A, 22.90, N/A
גל.פנטזיה פרווה 1 ליטר, 24.90, N/A, 22.90, N/A
גב.סימפוניה 5% 200 גרם, 11.50, 11.50, 10.90, ['11.90']
יוגורט ביו 1.7%דנונה200ג, 4.50, 4.60, 4.30, ['4.60']
דני וניל 1.5% שומן 125 ג, 3.00, N/A, 2.80, N/A
קוסקוס ביתי מוקפא 800 גר, 17.50, N/A, 14.90, N/A
אמרלד ריזלינג P.C 750מ`ל, 46.90, 44.90, N/A, N/A
לחם הארץ חמישה דגנים750ג, 17.50, N/A, 16.90, N/A
לחם שיפון 100%פרוס 750ג, 17.50, N/A, 16.90, N/A
לחם 10 דגנים פרוס 750גרם, 17.50, N/A, 16.90, N/A
לחם פומפרניקל 750 גרם, 17.50, N/A, 16.90, N/A
לחם הארץ כוסמין100% 500ג, 17.50, N/A, 16.90, N/A
מגבות הפלא, 15.90, N/A, 17.90, N/A
קוקטייל פירות 820 גרם, 10.90, N/A, 9.90, N/A
אספרגוס מקולף, 11.90, 12.50, N/A, N/A
חלב מרוכז ממותק 397 גרם, 11.90, 10.90, 9.90, ['10.90']
גבינת טבורוג ט`ש במשקל, 46.00, N/A, 44, N/A
לאבנהזעתר+שמן זית משקל, 52.00, N/A, 44, N/A
קמח כוסמין מלא אורגני1קג, 15.90, 19.20, N/A, N/A
דאו.ספיד סטיק גל ספורט, 18.10, N/A, 19.90, N/A
בונזו בשר 3 ק`ג, 54.90, N/A, N/A, ['59.90']
מיקס זיתים 340 גרם, 13.90, 13.90, N/A, N/A
חציל במיונז אחלה 500 גרם, 17.10, 17.10, 15.90, N/A
חומוס יום יום 125 גרם, 5.00, N/A, 4.90, N/A
טחינה יום יום 125 גרם, 5.00, N/A, 4.90, N/A
תפוציפס ט.שמנת ובצל50גר, 4.50, 4.90, 3.90, ['5.90']
קפה טורקי בצלופן 200 גרם, 18.90, 19.90, 17.90, ['20.90']
טונה סטארקיסט בשמן4*160ג, 25.90, 26.90, 26.90, ['26.90']
טונה סטארקיסט במים4*160ג, 25.90, 26.90, 26.90, ['26.90']
עגבניות מיובש+שמן זית270, 19.90, N/A, 17.90, N/A
פסטו בזיליקום 180 גרם, 13.90, N/A, N/A, ['14.20']
מיץ לימון משומר 200 מ`ל, 5.50, 4.00, N/A, N/A
סנו פורטה פלוס לימון 1ל, 18.50, 18.20, N/A, N/A
סנו נירוסטה אירוסול500מל, 20.90, 20.20, N/A, N/A
40מטליות לניקוי סנו סושי, 20.90, 21.20, N/A, ['23.50']
ריצפז פלוס דוחה תיקנים2ל, 23.40, 23.50, 23.90, N/A
מרכך מקסימה אולטרה 4 ל`, 21.90, N/A, 19.90, N/A
משחת אורביטול145*3ג, 19.90, N/A, 15.90, N/A
מרכך מקסימה בייבי 4 ל, 21.90, 22.20, 19.90, N/A
סנו K רב קוטל בריח פרחים, 22.50, 20.20, 19.90, N/A
ריצפז+דוחה תיקנים+ווקס2ל, 26.50, N/A, 25.90, N/A
מפיות חד שכבתי 30*30 ס`מ, 9.50, 8.90, 9.90, N/A
אבקת מקסימה סנסיטיב2.5קג, 26.90, N/A, 24.90, N/A
סנוקליר ניקוי חלונות 1ל`, 10.90, 11.00, 11.90, ['13.90']
ספוג הפלא סנו סושי 6 יח, 12.50, 10.00, 9.90, N/A
